id,proba,label
16395,0.69541436,1
37405,0.8468505,1
94180,0.80955225,1
54321,0.22470605,0
97015,0.8412233,1
73506,0.5923977,1
5429,0.7603922,1
70691,0.4118368,0
69421,0.40838283,0
50162,0.8779851,1
43728,0.48827136,0
75081,0.77593654,1
47829,0.59377444,1
35279,0.6536413,1
54920,0.4284091,0
39867,0.6977981,1
96082,0.6640506,1
38045,0.8114012,1
62134,0.43119085,0
81970,0.057259396,0
1865,0.7873304,1
86139,0.062635794,0
38765,0.1628583,0
15306,0.6194677,1
17209,0.8375586,1
96185,0.93954813,1
93875,0.36856997,0
57286,0.6621088,1
8261,0.112249374,0
60823,0.25305164,0
83720,0.84564275,1
89432,0.52163875,1
89607,0.33575106,0
14267,0.9060174,1
82749,0.7269851,1
70643,0.39297646,0
12785,0.25349835,0
86394,0.62199163,1
63491,0.28410587,0
98026,0.306179,0
89263,0.40981534,0
42975,0.2768461,0
74016,0.80496955,1
26347,0.39332953,0
89105,0.8642867,1
57932,0.8529907,1
52971,0.5081889,1
4615,0.92720467,1
1936,0.5233367,1
17546,0.13955799,0
56908,0.31345934,0
24973,0.13344789,0
4958,0.8057994,1
60345,0.40322015,0
2356,0.23993242,0
91806,0.4526785,0
5462,0.84237736,1
1627,0.18200739,0
18239,0.8089449,1
49372,0.90588653,1
59167,0.831882,1
59287,0.81871045,1
64279,0.60649025,1
38701,0.35846615,0
12643,0.26936695,0
46532,0.19381712,0
7516,0.76983875,1
93251,0.53317815,1
31760,0.1269502,0
19230,0.78763056,1
89251,0.8802058,1
2789,0.11657853,0
3976,0.77471673,1
7291,0.24214098,0
58374,0.40323144,0
78092,0.6020266,1
28396,0.2038781,0
87039,0.07338468,0
94216,0.6748366,1
81523,0.3422044,0
15473,0.109118104,0
48059,0.3927334,0
38054,0.5948782,1
35870,0.37934017,0
7392,0.8222144,1
72019,0.33868325,0
95723,0.26758248,0
1284,0.42868853,0
27980,0.15426871,0
65917,0.82232475,1
10548,0.40563512,0
26091,0.6567721,1
98637,0.35084608,0
98653,0.3193903,0
9638,0.45673946,0
16592,0.8943631,1
47693,0.42573553,0
51263,0.13129064,0
67149,0.06772184,0
63547,0.124046564,0
49267,0.4482048,0
24351,0.80089223,1
23419,0.4410072,0
30762,0.4696647,0
52096,0.29179695,0
64735,0.15182514,0
10652,0.29412508,0
92456,0.5471837,1
42635,0.24507743,0
47931,0.5562302,1
70143,0.3819315,0
51863,0.80431956,1
2584,0.62891513,1
48132,0.48124084,0
81370,0.63356584,1
74029,0.3775617,0
50643,0.072313726,0
59423,0.24863969,0
63502,0.2676233,0
89360,0.27775154,0
5219,0.7416731,1
61342,0.36614153,0
16234,0.26099497,0
34215,0.43477055,0
10963,0.14819947,0
94380,0.7945616,1
30954,0.49483502,0
5162,0.8931638,1
36184,0.022583716,0
17285,0.44580555,0
20815,0.44351864,0
35198,0.38930777,0
32451,0.10619649,0
58079,0.5948564,1
37092,0.39455396,0
76542,0.82982385,1
17096,0.0432684,0
69753,0.38307142,0
7652,0.7662562,1
39182,0.022829045,0
10476,0.22241352,0
17596,0.33616358,0
25893,0.28254217,0
57836,0.8130519,1
32907,0.38930777,0
18453,0.75099796,1
26537,0.10089127,0
7689,0.30272353,0
69423,0.22680338,0
45269,0.82982385,1
29710,0.21952331,0
10865,0.15182514,0
56291,0.1569729,0
60175,0.26517683,0
90538,0.28165856,0
6931,0.8444754,1
69403,0.48778158,0
21530,0.90254426,1
3146,0.44048905,0
4879,0.7393756,1
14583,0.30272353,0
31894,0.22822072,0
90734,0.41019362,0
67841,0.36699393,0
24689,0.44351864,0
39564,0.29412508,0
15763,0.32187706,0
76091,0.62891513,1
23047,0.13768895,0
35186,0.057581585,0
21386,0.4426053,0
80713,0.4460964,0
50483,0.29903892,0
41250,0.14283417,0
45326,0.393582,0
9241,0.38919848,0
8524,0.6319956,1
31468,0.49620074,0
57431,0.48124084,0
6135,0.10222167,0
70456,0.49782294,0
53214,0.41233578,0
48523,0.1260086,0
45093,0.73577106,1
98374,0.9337958,1
89026,0.8633778,1
94152,0.09614907,0
63719,0.80431956,1
80392,0.6319956,1
98035,0.44580555,0
26573,0.20739493,0
15379,0.3819315,0
10564,0.5258664,1
80463,0.22241352,0
35687,0.34483588,0
28579,0.37453315,0
71453,0.6704903,1
13285,0.19685033,0
1634,0.56153464,1
85630,0.34277543,0
16302,0.56065536,1
73846,0.01985858,0
27496,0.316513,0
75806,0.31631517,0
30154,0.01985858,0
68594,0.2276439,0
64803,0.10619649,0
65071,0.036711615,0
7193,0.072313726,0
60812,0.0584429,0
23619,0.30794665,0
45610,0.33376312,0
91260,0.17652957,0
87526,0.0432684,0
54621,0.7334782,1
45792,0.63356584,1
26891,0.045407694,0
95371,0.2835388,0
3968,0.73577106,1
40578,0.7510079,1
97853,0.4827945,0
26549,0.5028913,1
13907,0.12341793,0
51482,0.6704903,1
82591,0.4735207,0
36458,0.31402996,0
75810,0.38919848,0
72364,0.23031239,0
58069,0.18713078,0
80724,0.5028913,1
15438,0.94308627,1
86025,0.18919073,0
96502,0.24863969,0
93462,0.42776474,0
90814,0.41019362,0
17845,0.2898547,0
17809,0.22207014,0
29467,0.2116027,0
35689,0.7486111,1
49531,0.41151318,0
35249,0.7620092,1
85746,0.5013344,1
13874,0.7662562,1
7396,0.32187706,0
57312,0.47628993,0
26914,0.81848806,1
47863,0.5746909,1
65734,0.66641265,1
84169,0.23942965,0
62790,0.7945616,1
76103,0.49150974,0
5968,0.2362708,0
87391,0.08787965,0
72851,0.17220256,0
42189,0.39531228,0
4265,0.49150974,0
31267,0.1375151,0
93145,0.620346,1
56328,0.2898547,0
9357,0.96394026,1
35107,0.5505377,1
4716,0.321517,0
3164,0.30794665,0
86425,0.42776474,0
79316,0.09267927,0
98170,0.4757337,0
42615,0.4410072,0
25749,0.42848414,0
18406,0.17652957,0
36128,0.04347593,0
25908,0.20774785,0
53467,0.7620092,1
29406,0.4827945,0
29547,0.28254217,0
5218,0.09267927,0
10938,0.046330314,0
17508,0.25619197,0
23751,0.47628993,0
42739,0.48778158,0
45827,0.79262644,1
79861,0.5258664,1
46197,0.1858074,0
7694,0.41233578,0
43697,0.56065536,1
13407,0.38307142,0
74236,0.14801027,0
3987,0.8444754,1
72093,0.17157744,0
81527,0.38634035,0
52139,0.3835585,0
80914,0.81848806,1
9687,0.4460964,0
87913,0.9337958,1
87013,0.1569729,0
6593,0.4118368,0
21863,0.44530818,0
6329,0.29696497,0
39527,0.15890218,0
85471,0.5471837,1
2751,0.846024,1
48956,0.5746909,1
39247,0.11814901,0
32605,0.8130519,1
75136,0.39539224,0
83091,0.1553177,0
52847,0.24188843,0
25463,0.2362708,0
4239,0.3316189,0
17852,0.11814901,0
85420,0.25338897,0
34067,0.1738723,0
41692,0.96394026,1
93481,0.4757337,0
73842,0.046330314,0
95302,0.25619197,0
70148,0.49620074,0
47265,0.348849,0
20854,0.4735207,0
74531,0.6012723,1
20413,0.5322523,1
48123,0.7552333,1
92158,0.81344706,1
9675,0.8003714,1
8541,0.07204185,0
95306,0.8577018,1
47680,0.39736483,0
32564,0.23927306,0
19384,0.80932224,1
17904,0.1454696,0
9513,0.40206185,0
30815,0.5949905,1
5879,0.11858507,0
75039,0.6479275,1
52140,0.4896043,0
64038,0.34371817,0
87352,0.6412266,1
6243,0.79366475,1
