id,proba,label
15740,0.30818334,0
38794,0.27463832,0
60792,0.27426985,0
71824,0.40854007,0
4796,0.30909386,0
75310,0.73103786,1
63425,0.26998767,0
72360,0.7306195,1
17203,0.73069805,1
76803,0.36896423,0
96013,0.26987395,0
78093,0.66414624,1
8179,0.7308886,1
60425,0.56949955,1
68439,0.45529106,0
93602,0.72041726,1
30941,0.5430363,1
13782,0.26983827,0
38902,0.2694467,0
42698,0.27031073,0
71840,0.26987213,0
24890,0.73033917,1
74863,0.72477025,1
9257,0.34934223,0
50921,0.2694389,0
3218,0.2699715,0
20396,0.26938137,0
74895,0.27030805,0
32489,0.28344774,0
2937,0.3044668,0
51379,0.32276702,0
54701,0.73093,1
32198,0.53647566,1
86423,0.36623594,0
52809,0.2788799,0
60158,0.26996347,0
60589,0.73102677,1
43186,0.65590346,1
50498,0.26996744,0
21658,0.32412943,0
96371,0.2737634,0
49873,0.7309499,1
6738,0.27154058,0
19870,0.7195556,1
59604,0.7306974,1
49306,0.27090892,0
8679,0.26943508,0
10536,0.695697,1
34571,0.2694255,0
40596,0.26952866,0
8245,0.39729473,0
4567,0.2733175,0
60837,0.27088985,0
4851,0.5947897,1
59482,0.2691756,0
74308,0.72217125,1
12945,0.27036518,0
86302,0.6384107,1
70341,0.26940244,0
42609,0.26956168,0
73964,0.27278358,0
59120,0.6177859,1
24560,0.5160247,1
67209,0.27515715,0
64019,0.6564647,1
8612,0.26972377,0
43925,0.2698559,0
49713,0.5194666,1
28069,0.53927696,1
78259,0.26972833,0
60278,0.26926586,0
62038,0.2692486,0
60534,0.7302291,1
79160,0.6625566,1
17094,0.47423592,0
32698,0.41749924,0
38601,0.26960295,0
49580,0.73016,1
52804,0.5479221,1
32904,0.27226245,0
12804,0.73095906,1
38125,0.29474407,0
28164,0.2703847,0
93756,0.7278078,1
27103,0.26928207,0
31482,0.2698577,0
68759,0.55246514,1
69743,0.2698667,0
36047,0.7306029,1
52179,0.7116411,1
18953,0.27399313,0
8673,0.3171338,0
36927,0.7125768,1
72398,0.7310176,1
86259,0.26922944,0
3742,0.73102075,1
23765,0.66280895,1
35079,0.72903675,1
70394,0.28514737,0
30519,0.72990066,1
69514,0.73101103,1
41082,0.45400342,0
51389,0.6930416,1
58317,0.7265881,1
38569,0.27248934,0
34568,0.73103094,1
79132,0.33935407,0
76019,0.2876529,0
67015,0.6365752,1
34218,0.7306029,1
48016,0.28745833,0
29348,0.5128034,1
89701,0.73092824,1
25896,0.27689525,0
68457,0.27164897,0
3485,0.30293897,0
36752,0.6831051,1
51670,0.7304849,1
45367,0.28343385,0
30894,0.460383,0
53021,0.7310206,1
54738,0.5189971,1
41627,0.5463034,1
21654,0.7308098,1
32149,0.729068,1
57846,0.27871853,0
68510,0.26999795,0
29035,0.7105237,1
76598,0.2693327,0
78263,0.73103607,1
56243,0.2764401,0
63582,0.27035132,0
60182,0.7109284,1
67518,0.2697791,0
34762,0.52347285,1
58412,0.385553,0
36104,0.2837561,0
61759,0.27340323,0
47026,0.6814209,1
79142,0.730981,1
51368,0.43721396,0
15392,0.73102075,1
86930,0.66469795,1
28364,0.2979233,0
96451,0.73094904,1
91570,0.26950073,0
17340,0.665561,1
1762,0.32354182,0
30915,0.29412112,0
92864,0.7036077,1
92108,0.7309868,1
96057,0.73053616,1
27096,0.72713345,1
46802,0.67016256,1
23879,0.28675026,0
4687,0.37357128,0
82574,0.73101026,1
86320,0.7041175,1
74365,0.73098916,1
49127,0.26954496,0
70653,0.44728258,0
4638,0.588685,1
98310,0.73076606,1
37824,0.58553165,1
1562,0.7308618,1
15324,0.26944873,0
8697,0.7307938,1
85796,0.7301243,1
95203,0.42257413,0
75014,0.2949631,0
69875,0.26922497,0
6453,0.2915562,0
95213,0.73020613,1
8269,0.27079362,0
25641,0.28321376,0
54982,0.27217957,0
32809,0.73070645,1
72481,0.7310137,1
2567,0.30006725,0
24517,0.73082983,1
81239,0.7305591,1
91625,0.6910531,1
29637,0.7310392,1
90451,0.64035654,1
12493,0.7307922,1
