id,proba,label
15740,0.4510598,0
38794,0.7147752,1
60792,0.2767205,0
71824,0.2754088,0
4796,0.43819246,0
75310,0.73101044,1
63425,0.46320504,0
72360,0.73000413,1
17203,0.7306255,1
76803,0.44108635,0
96013,0.28194776,0
78093,0.7211296,1
8179,0.7298333,1
60425,0.6947034,1
68439,0.72880816,1
93602,0.67889345,1
30941,0.61978036,1
13782,0.27124956,0
38902,0.26991102,0
42698,0.28354517,0
71840,0.2696042,0
24890,0.72932506,1
74863,0.50582755,1
9257,0.29841474,0
50921,0.27071074,0
3218,0.26939443,0
20396,0.2698124,0
74895,0.35528195,0
32489,0.3378608,0
2937,0.60086185,1
51379,0.6596506,1
54701,0.7309795,1
32198,0.47038966,0
86423,0.43525767,0
52809,0.72894824,1
60158,0.27185673,0
60589,0.7310265,1
43186,0.7209755,1
50498,0.2712563,0
21658,0.60342324,1
96371,0.43203497,0
49873,0.73093396,1
6738,0.45135048,0
19870,0.6652601,1
59604,0.7303694,1
49306,0.36370596,0
8679,0.26968652,0
10536,0.56343234,1
34571,0.26982266,0
40596,0.27506754,0
8245,0.6171414,1
4567,0.4286438,0
60837,0.28582555,0
4851,0.7250674,1
59482,0.2692386,0
74308,0.67901033,1
12945,0.27504387,0
86302,0.7307245,1
70341,0.2722271,0
42609,0.2879395,0
73964,0.2737634,0
59120,0.5206094,1
24560,0.7236392,1
67209,0.27693376,0
64019,0.7008895,1
8612,0.2823656,0
43925,0.27053866,0
49713,0.27177286,0
28069,0.36016747,0
78259,0.26973996,0
60278,0.26918116,0
62038,0.26964968,0
60534,0.72632927,1
79160,0.72990066,1
17094,0.30959365,0
32698,0.56918216,1
38601,0.2699035,0
49580,0.7306477,1
52804,0.68762225,1
32904,0.27450737,0
12804,0.7291215,1
38125,0.33646813,0
28164,0.2750557,0
93756,0.39378154,0
27103,0.27092043,0
31482,0.26977092,0
68759,0.7307544,1
69743,0.26984704,0
36047,0.6094736,1
52179,0.72378826,1
18953,0.32574937,0
8673,0.5119971,1
36927,0.6909246,1
72398,0.7310036,1
86259,0.2697613,0
3742,0.7309673,1
23765,0.730431,1
35079,0.727521,1
70394,0.40619716,0
30519,0.72627854,1
69514,0.73100024,1
41082,0.29520857,0
51389,0.7308563,1
58317,0.718287,1
38569,0.27390093,0
34568,0.7310101,1
79132,0.7192647,1
76019,0.7307199,1
67015,0.7240843,1
34218,0.72669524,1
48016,0.28035635,0
29348,0.7288601,1
89701,0.6614865,1
25896,0.34247077,0
68457,0.6114955,1
3485,0.28812072,0
36752,0.6763362,1
51670,0.7309712,1
45367,0.2734643,0
30894,0.7091173,1
53021,0.7309327,1
54738,0.7294394,1
41627,0.4703222,0
21654,0.73082936,1
32149,0.7307745,1
57846,0.39983407,0
68510,0.42050833,0
