id,proba,label
15740,0.37422034,0
38794,0.3398885,0
60792,0.27812496,0
71824,0.29654703,0
4796,0.2746882,0
75310,0.7310283,1
63425,0.27816936,0
72360,0.7304527,1
17203,0.73091626,1
76803,0.5559414,1
96013,0.2700814,0
78093,0.7119882,1
8179,0.7303721,1
60425,0.6573553,1
68439,0.7114187,1
93602,0.7158712,1
30941,0.3385512,0
13782,0.27308592,0
38902,0.26968944,0
42698,0.2826121,0
71840,0.26935878,0
24890,0.72903275,1
74863,0.6618998,1
9257,0.40214005,0
50921,0.2696094,0
3218,0.27284372,0
20396,0.26963195,0
74895,0.31218016,0
32489,0.41854382,0
2937,0.45939353,0
51379,0.7240437,1
54701,0.7309228,1
32198,0.6590011,1
86423,0.54879445,1
52809,0.728746,1
60158,0.27010158,0
60589,0.73102176,1
43186,0.6805077,1
50498,0.26990917,0
21658,0.5212144,1
96371,0.5746574,1
49873,0.7309354,1
6738,0.4926098,0
19870,0.49173352,0
59604,0.7261707,1
49306,0.2706282,0
8679,0.26946995,0
10536,0.6973278,1
34571,0.27569005,0
40596,0.27010843,0
8245,0.27367073,0
4567,0.2813746,0
60837,0.2853652,0
4851,0.7307258,1
59482,0.26950842,0
74308,0.72495025,1
12945,0.28335097,0
86302,0.72605556,1
70341,0.27019572,0
42609,0.27088985,0
73964,0.3279054,0
59120,0.7154745,1
24560,0.7154745,1
67209,0.272056,0
64019,0.43548506,0
8612,0.299793,0
43925,0.26957268,0
49713,0.36098057,0
28069,0.6865615,1
78259,0.26991102,0
60278,0.27011755,0
62038,0.26958257,0
60534,0.58587056,1
79160,0.6674535,1
17094,0.46718794,0
32698,0.45533502,0
38601,0.2698559,0
49580,0.7304736,1
52804,0.7260846,1
32904,0.2711017,0
12804,0.6126262,1
38125,0.37126562,0
28164,0.3034785,0
93756,0.72159654,1
27103,0.2696455,0
31482,0.2703486,0
68759,0.26995358,0
69743,0.26965386,0
36047,0.7303681,1
52179,0.72079927,1
18953,0.3255226,0
8673,0.27982074,0
36927,0.71709687,1
72398,0.73103666,1
86259,0.26958257,0
3742,0.73067415,1
23765,0.7232418,1
35079,0.723886,1
70394,0.32226396,0
30519,0.72127205,1
69514,0.7310487,1
41082,0.63477045,1
51389,0.73068446,1
58317,0.46303433,0
38569,0.27342492,0
34568,0.7310483,1
79132,0.7271411,1
76019,0.72805697,1
67015,0.7289889,1
34218,0.73038536,1
48016,0.2709127,0
29348,0.72078943,1
89701,0.7302747,1
25896,0.28131512,0
68457,0.5966196,1
3485,0.31376335,0
36752,0.6237251,1
51670,0.73085785,1
45367,0.28457022,0
30894,0.6801886,1
53021,0.73098826,1
54738,0.7293486,1
41627,0.6918167,1
21654,0.7308059,1
32149,0.73044676,1
57846,0.28476536,0
68510,0.290088,0
29035,0.43202108,0
76598,0.2695851,0
78263,0.73103416,1
56243,0.7022388,1
63582,0.27706602,0
60182,0.72809184,1
67518,0.27769274,0
34762,0.33395422,0
58412,0.5988715,1
36104,0.5761462,1
61759,0.2757425,0
47026,0.27762544,0
79142,0.7306939,1
51368,0.56067806,1
15392,0.7307994,1
86930,0.5555334,1
28364,0.3678911,0
96451,0.7301441,1
91570,0.27439,0
17340,0.7292807,1
1762,0.29999483,0
30915,0.534393,1
92864,0.6282601,1
92108,0.7287639,1
96057,0.7276126,1
27096,0.7305301,1
46802,0.7087409,1
23879,0.27118313,0
4687,0.6855184,1
82574,0.7309849,1
86320,0.72701746,1
74365,0.7307827,1
49127,0.2694741,0
70653,0.7113814,1
4638,0.7281205,1
98310,0.7306604,1
37824,0.7233468,1
1562,0.73100257,1
15324,0.27021542,0
8697,0.73087764,1
85796,0.73066723,1
95203,0.6463287,1
75014,0.42491552,0
69875,0.27097118,0
6453,0.27011523,0
95213,0.72049886,1
8269,0.27125406,0
25641,0.4473114,0
54982,0.40465593,0
32809,0.730967,1
72481,0.7307264,1
2567,0.30563354,0
24517,0.6995392,1
81239,0.730839,1
91625,0.7214865,1
29637,0.731027,1
90451,0.29452676,0
12493,0.7271865,1
48629,0.26930687,0
46035,0.51246685,1
58437,0.7190591,1
91487,0.6467187,1
98015,0.7123649,1
31672,0.30694088,0
63951,0.3654262,0
54721,0.6697587,1
16735,0.2706953,0
29071,0.73098713,1
71543,0.28731805,0
38579,0.73085314,1
81439,0.44247714,0
10746,0.35021383,0
28053,0.7111562,1
20148,0.27794957,0
3985,0.7297771,1
47593,0.722248,1
75492,0.67407364,1
37496,0.7307166,1
29716,0.28897637,0
71983,0.7310369,1
19284,0.27859688,0
97401,0.27320015,0
52798,0.27502027,0
5819,0.7302387,1
54236,0.27859688,0
78023,0.7021308,1
12630,0.2856973,0
78169,0.39997476,0
38097,0.7213938,1
51926,0.28653127,0
67490,0.27316716,0
42895,0.7257353,1
75084,0.7307609,1
18654,0.7293115,1
35627,0.28905252,0
12765,0.26956043,0
47280,0.728109,1
61748,0.2694143,0
19682,0.2731836,0
53196,0.3922463,0
30624,0.73087186,1
8129,0.6570065,1
74619,0.28328222,0
20198,0.6022163,1
95876,0.72887295,1
96753,0.73040223,1
36792,0.29683283,0
12638,0.28009608,0
7284,0.71662146,1
95421,0.33705774,0
6594,0.7309097,1
45913,0.31231835,0
9174,0.7310394,1
54968,0.7218927,1
42530,0.73093325,1
64370,0.27414227,0
42867,0.376638,0
3612,0.28781357,0
27805,0.7022926,1
14896,0.7171236,1
14579,0.45966655,0
9237,0.30267218,0
